Gene stable ID,HGNC ID,HGNC symbol,Chromosome/scaffold name,Karyotype band,Gene start (bp),Gene end (bp)
ENSG00000187689,HGNC:33188,AMTN,4,q13.3,70518569,70532743
ENSG00000270808,,,10,q22.2,73740538,73740823
ENSG00000225819,,,2,q21.1,130515997,130526691
ENSG00000243574,,,7,q31.33,124274671,124288852
ENSG00000100058,HGNC:2399,CRYBB2P1,22,q11.23,25448080,25520856
ENSG00000176986,HGNC:10705,SEC24C,10,q22.2,73744372,73772161
ENSG00000266709,,,17,p12,14303854,14305505
ENSG00000270930,HGNC:49143,GRAMD4P8,2,q21.1,131646704,131648372
ENSG00000128578,HGNC:22209,STRIP2,7,q32.1,129434432,129488399
ENSG00000266378,,,17,p12,14327335,14329474
ENSG00000224967,,,2,q14.1,117934025,117934789
ENSG00000213081,HGNC:54638,ARPC1BP1,2,q34,208360631,208361369
ENSG00000230897,HGNC:35967,RPS18P12,17,p12,14705076,14705534
ENSG00000230548,HGNC:42214,MTND4P27,2,q21.1,130278757,130280110
ENSG00000226130,,,17,p12,14725729,14729686
ENSG00000228064,,,2,q23.3,150982506,151003474
ENSG00000238212,HGNC:52947,LINC02096,17,p12,14834557,14957216
ENSG00000236451,,,2,q35,220450679,220741493
ENSG00000203307,HGNC:40639,FAM78B-AS1,1,q24.1,166081183,166087483
ENSG00000226156,HGNC:36555,RPL23AP76,17,p12,14947741,14948198
ENSG00000232058,,,17,p12,15014805,15052276
ENSG00000221823,HGNC:9317,PPP3R1,2,p14,68178857,68256237
ENSG00000258510,,,14,q24.3,77359423,77359916
ENSG00000259944,HGNC:14386,CDRT7,17,p12,15030975,15031957
ENSG00000143179,HGNC:12562,UCK2,1,q24.1,165827614,165911618
ENSG00000287307,,,17,p12,15062087,15104517
ENSG00000265163,HGNC:14387,CDRT8,17,p12,15105237,15106187
ENSG00000183828,HGNC:20141,NUDT14,14,q32.33,105172938,105181323
ENSG00000161542,HGNC:9466,PRPSAP1,17,q25.1,76309478,76384521
ENSG00000263343,,,16,p11.2,31165648,31165927
ENSG00000262366,HGNC:45055,NDUFA3P6,16,p11.2,31174573,31174822
ENSG00000260304,,,16,p11.2,31182511,31183285
ENSG00000260060,,,16,p11.2,31196131,31196963
ENSG00000103490,HGNC:16608,PYCARD,16,p11.2,31201486,31203450
ENSG00000271081,HGNC:54904,HIKESHIP3,8,p12,30754236,30754539
ENSG00000104695,HGNC:9300,PPP2CB,8,p12,30774457,30814314
ENSG00000288091,,,2,q24.2,161577192,161625752
ENSG00000283228,,,2,q23.3,151802651,151973949
ENSG00000261359,HGNC:45036,PYCARD-AS1,16,p11.2,31201885,31203452
ENSG00000270335,,,2,p15,62348948,62350739
ENSG00000227400,,,2,q23.3,153421616,153593288
ENSG00000177238,HGNC:32671,TRIM72,16,p11.2,31214091,31231537
ENSG00000177855,HGNC:45123,CACYBPP2,2,q32.1,183607442,183608119
ENSG00000223725,,,2,q33.3,207239864,207529795
ENSG00000132464,HGNC:3344,ENAM,4,q13.3,70628744,70646824
ENSG00000184898,HGNC:24790,RBM43,2,q23.3,151247940,151261863
ENSG00000138617,HGNC:26040,PARP16,15,q22.31,65234460,65300618
ENSG00000272829,,,22,q11.21,20981351,20982233
ENSG00000284633,,,22,q13.1,39242188,39279897
ENSG00000263331,,,16,p12.3,21120758,21130108
ENSG00000262983,,,16,p12.3,21194847,21205977
ENSG00000260708,HGNC:55388,TBC1D22A-DT,22,q13.31,46761893,46762564
ENSG00000261188,HGNC:55374,TFIP11-DT,22,q12.1,26512503,26514568
ENSG00000258500,,,14,q32.2,100480952,100481274
ENSG00000226328,HGNC:50502,NUP50-DT,22,q13.31,45133020,45163811
ENSG00000253075,HGNC:45816,RN7SKP92,14,q32.2,100487544,100487787
ENSG00000259031,,,14,q32.2,100538939,100540409
ENSG00000103310,HGNC:13188,ZP2,16,p12.2,21197450,21214510
ENSG00000258576,,,14,q32.2,100587775,100589326
ENSG00000286491,,,22,q13.2,41551703,41560950
ENSG00000197358,HGNC:19922,BNIP3P1,14,q12,28264390,28265974
ENSG00000282012,,,22,q11.23,24691122,24696019
ENSG00000289489,,,22,q12.1,27666965,27669321
ENSG00000227838,,,22,q12.1,27676559,27714970
ENSG00000231495,,,22,q12.1,27707580,27709931
ENSG00000240179,HGNC:19776,RPL26P3,14,q12,28489910,28490362
ENSG00000226169,,,22,q12.1,27716480,27721677
ENSG00000287493,,,12,q24.31,121887540,121888643
ENSG00000258038,HGNC:53247,LINC02327,14,q12,28829881,28968400
ENSG00000180957,HGNC:9002,PITPNB,22,q12.1,27851669,27920134
ENSG00000287014,,,12,q14.1,60150187,60269686
ENSG00000222578,HGNC:43245,RNA5SP345,11,q21,95840017,95840124
ENSG00000242993,HGNC:35721,RPL32P25,11,q21,95963219,95963624
ENSG00000166046,HGNC:28627,TCP11L2,12,q23.3,106301929,106347003
ENSG00000286848,,,4,q13.3,70637745,70686816
ENSG00000006377,HGNC:2919,DLX6,7,q21.3,97005553,97011040
ENSG00000133863,HGNC:11738,TEX15,8,p12,30831544,30913008
ENSG00000172638,HGNC:3219,EFEMP2,11,q13.1,65866441,65873592
ENSG00000271187,,,1,q31.2,191179521,191179739
ENSG00000132467,HGNC:24477,UTP3,4,q13.3,70688532,70690551
ENSG00000166887,HGNC:20593,VPS39,15,q15.1,42158701,42208307
ENSG00000274562,,,1,q23.3,160776975,160780140
ENSG00000143315,HGNC:18858,PIGM,1,q23.2,160024953,160031990
ENSG00000067066,HGNC:11206,SP100,2,q37.1,230415942,230545606
ENSG00000207448,HGNC:47483,RNU6-520P,4,q13.3,70701755,70701858
ENSG00000207058,HGNC:47747,RNU6-784P,4,q13.3,70703018,70703123
ENSG00000272986,,,4,q13.3,70703747,70704491
ENSG00000116199,HGNC:23017,FAM20B,1,q25.2,179025804,179076567
ENSG00000289492,,,20,q11.21,31738617,31739113
ENSG00000018189,HGNC:30285,RUFY3,4,q13.3,70704204,70808619
ENSG00000101337,HGNC:30797,TM9SF4,20,q11.21,32109714,32167258
ENSG00000278894,,,7,q31.1,113451072,113451402
ENSG00000127928,HGNC:4411,GNGT1,7,q21.3,93591573,93911265
ENSG00000207317,,,5,q31.2,140019492,140019592
ENSG00000245146,HGNC:49009,MALINC1,5,q31.3,140071312,140109274
ENSG00000187534,HGNC:50618,PRR13P5,19,q13.2,39943239,39943680
ENSG00000253204,,,8,p12,30921060,30921335
ENSG00000287095,,,8,q24.22,132702812,132722283
ENSG00000257523,HGNC:53246,LINC02326,14,q12,28875404,29064993
ENSG00000013275,HGNC:9551,PSMC4,19,q13.2,39971165,39981764
ENSG00000165071,HGNC:26572,TMEM71,8,q24.22,132685007,132760712
ENSG00000258028,,,14,q12,28936889,29372406
ENSG00000231175,HGNC:52507,LINC01720,1,q31.1,190624890,190801658
ENSG00000143185,HGNC:10646,XCL2,1,q24.2,168540768,168543997
ENSG00000251779,,,17,q25.1,76319376,76319473
ENSG00000207169,HGNC:34268,RNU6-24P,17,q25.1,76337316,76337422
ENSG00000267518,,,17,q25.1,76345761,76346081
ENSG00000252065,HGNC:47827,RNU6-864P,14,q12,28982303,28982410
ENSG00000257522,,,14,q12,29210986,29392048
ENSG00000235145,HGNC:35478,RPSAP16,1,q25.2,179968686,179969506
ENSG00000176170,HGNC:11240,SPHK1,17,q25.1,76376584,76387860
ENSG00000196335,HGNC:11407,STK31,7,p15.3,23710203,23832513
ENSG00000116260,HGNC:9756,QSOX1,1,q25.2,180154869,180204030
ENSG00000185129,HGNC:9701,PURA,5,q31.3,140107777,140125619
ENSG00000182700,HGNC:33847,IGIP,5,q31.3,140125937,140129392
ENSG00000258107,,,14,q12,29390074,29436412
ENSG00000254363,,,5,q31.3,140157319,140173051
ENSG00000120306,HGNC:30239,CYSTM1,5,q31.3,140175156,140282052
ENSG00000286040,,,14,q12,29415856,29500460
ENSG00000168615,HGNC:216,ADAM9,8,p11.22,38996754,39105445
ENSG00000212518,HGNC:46945,RNU11-5P,14,q12,29476784,29476912
ENSG00000257120,,,14,q12,29652809,29657916
ENSG00000279689,,,10,q22.2,73769264,73772862
ENSG00000252686,HGNC:48197,RNU6-1234P,14,q12,29811916,29812018
ENSG00000196968,HGNC:19233,FUT11,10,q22.2,73772276,73780251
ENSG00000287142,,,14,q12,29928445,29932756
ENSG00000259116,HGNC:55433,HSPA2-AS1,14,q23.3,64513952,64540368
ENSG00000259160,,,14,q23.3,64535702,64535879
ENSG00000165807,HGNC:20097,PPP1R36,14,q23.3,64549920,64589381
ENSG00000172586,HGNC:23518,CHCHD1,10,q22.2,73782047,73783652
ENSG00000175311,HGNC:26795,ANKS4B,16,p12.2,21233699,21253850
ENSG00000279993,,,12,q24.33,131025561,131028060
ENSG00000256071,,,12,q24.23,117889454,117891008
ENSG00000283421,,,16,p12.2,21299903,21300506
ENSG00000257410,,,12,q21.1,71793855,71799627
ENSG00000189149,HGNC:34405,CRYM-AS1,16,p12.2,21300849,21339037
ENSG00000258172,,,12,q22,94272150,94277195
ENSG00000214655,HGNC:23528,ZSWIM8,10,q22.2,73785606,73801797
ENSG00000185610,HGNC:33186,DBX2,12,q12,45014672,45051099
ENSG00000250069,,,5,q31.3,140200163,140203187
ENSG00000113068,HGNC:8866,PFDN1,5,q31.3,140245035,140303113
ENSG00000257403,,,16,p12.2,21347139,21352138
ENSG00000136048,HGNC:25645,DRAM1,12,q23.2,101877580,102012130
ENSG00000158482,HGNC:31913,SNX29P1,16,p12.2,21376648,21386064
ENSG00000276548,,,16,p12.2,21401089,21401198
ENSG00000101350,HGNC:6320,KIF3B,20,q11.21,32277651,32335011
ENSG00000103174,HGNC:17378,NAGPA,16,p13.3,5024844,5034141
ENSG00000259076,,,14,q23.3,64552694,64596536
ENSG00000259010,HGNC:20025,NUP50P1,14,q23.3,64600243,64601644
ENSG00000176956,HGNC:6728,LY6H,8,q24.3,143157914,143160711
ENSG00000126822,HGNC:20364,PLEKHG3,14,q23.3,64704102,64750249
ENSG00000187187,HGNC:28671,ZNF546,19,q13.2,39984134,40021038
ENSG00000257289,,,12,q15,68913804,68914022
ENSG00000286907,,,12,q21.33,92008052,92022595
ENSG00000277692,,,20,q11.21,32355053,32355734
ENSG00000254870,HGNC:41999,ATP6V1G2-DDX39B,6,p21.33,31530219,31546608
ENSG00000257164,HGNC:53383,LINC02451,12,q12,42646583,42686701
ENSG00000171456,HGNC:18318,ASXL1,20,q11.21,32358330,32439319
ENSG00000113070,HGNC:3059,HBEGF,5,q31.3,140332843,140346603
ENSG00000139767,HGNC:29389,SRRM4,12,q24.23,118981541,119163051
ENSG00000175077,HGNC:28580,RTP1,3,q27.3,187197486,187201462
ENSG00000201785,HGNC:32742,SNORD117,6,p21.33,31536374,31536449
ENSG00000265236,HGNC:32743,SNORD84,6,p21.33,31541101,31541178
ENSG00000272931,HGNC:55186,LRRC8D-DT,1,p22.2,89820174,89820868
ENSG00000234006,HGNC:39771,DDX39B-AS1,6,p21.33,31542304,31543138
ENSG00000226979,HGNC:6709,LTA,6,p21.33,31572054,31574324
ENSG00000270554,,,3,q26.33,182843521,182844619
ENSG00000235294,HGNC:36714,RPL7AP25,3,q26.33,181505075,181505879
ENSG00000242097,,,3,q25.1,151759747,151762011
ENSG00000175931,HGNC:29554,UBE2O,17,q25.1,76389456,76453152
ENSG00000288032,,,3,q25.31,155886615,155890729
ENSG00000271711,,,3,q25.1,150611262,150611877
ENSG00000258864,,,5,q22.2,112827213,112867582
ENSG00000285798,,,3,q24,148028046,148079637
ENSG00000223941,HGNC:41353,LINC01014,3,q26.32,178419201,178457309
ENSG00000243486,,,3,q25.2,153881526,153940836
ENSG00000153037,HGNC:11300,SRP19,5,q22.2,112861188,112898371
ENSG00000230362,HGNC:51503,ACTG1P23,3,q26.31,175977497,175978570
ENSG00000185942,HGNC:26829,NKAIN3,8,q12.3,62248591,63014000
ENSG00000143190,HGNC:9212,POU2F1,1,q24.2,167220876,167427345
ENSG00000235954,HGNC:29336,TTC28-AS1,22,q12.1,27919376,28008581
ENSG00000169359,HGNC:95,SLC33A1,3,q25.31,155821024,155854456
ENSG00000127324,HGNC:11855,TSPAN8,12,q21.1,71125085,71441898
ENSG00000105339,HGNC:29134,DENND3,8,q24.3,141117278,141195808
ENSG00000140543,HGNC:25477,DET1,15,q26.1,88494440,88546681
ENSG00000227507,HGNC:6711,LTB,6,p21.33,31580525,31582522
ENSG00000269069,,,19,q13.2,40023384,40025502
ENSG00000128000,HGNC:33109,ZNF780B,19,q13.2,40028260,40056231
ENSG00000213174,,,3,q26.2,170653846,170654259
ENSG00000242931,HGNC:36912,RPL7P49,17,q25.1,76430417,76431124
ENSG00000228561,,,3,q26.32,177683627,177691250
ENSG00000070182,HGNC:11274,SPTB,14,q23.3,64746283,64879907
ENSG00000172500,HGNC:3705,FIBP,11,q13.1,65883740,65888531
ENSG00000243593,HGNC:52889,LINC02049,3,q13.33,120833440,120836360
ENSG00000161544,HGNC:16505,CYGB,17,q25.1,76527356,76551175
ENSG00000243886,,,3,q22.3,137535572,137536142
ENSG00000244346,,,3,q26.33,182950783,182956307
ENSG00000250170,HGNC:41376,RASA2-IT1,3,q23,141525133,141526121
ENSG00000270981,,,3,q25.31,157230320,157231208
ENSG00000242816,,,3,q13.32,117719859,117794384
ENSG00000279305,,,3,q25.2,154334809,154337047
ENSG00000242479,,,3,q23,142450102,142452149
ENSG00000287605,,,3,q26.33,182149430,182158313
ENSG00000240246,HGNC:36414,RPL32P8,3,q25.1,149433044,149433274
ENSG00000269749,,,19,q13.2,40048757,40090925
ENSG00000244247,HGNC:52828,LINC01995,3,q26.33,182498187,182536772
ENSG00000204482,HGNC:14189,LST1,6,p21.33,31586124,31588909
ENSG00000128739,HGNC:11164,SNRPN,15,q11.2,24823637,24978723
ENSG00000241098,HGNC:52827,LINC01994,3,q26.33,182446970,182486364
ENSG00000269296,,,19,q13.2,40090754,40094406
ENSG00000230086,HGNC:37416,VN1R96P,19,q13.2,40121311,40122168
ENSG00000188314,HGNC:8377,OR7D1P,19,p13.2,9235144,9236076
ENSG00000214140,HGNC:32528,PRCD,17,q25.1,76527586,76553578
ENSG00000180926,HGNC:8389,OR7E18P,19,p13.2,9261015,9261716
ENSG00000243687,HGNC:35905,RPL35AP10,3,q25.33,160342685,160343015
ENSG00000225980,HGNC:8390,OR7E19P,19,p13.2,9265440,9268819
ENSG00000241810,HGNC:33557,HMGN2P13,3,q25.2,153067278,153067551
ENSG00000277460,,,22,q12.1,27919384,27919545
ENSG00000250161,HGNC:44024,TRMT112P5,3,q23,139845078,139845411
ENSG00000264073,HGNC:38294,MIR3199-1,22,q12.1,27920525,27920612
ENSG00000226480,HGNC:8468,OR7H1P,19,p13.2,9278448,9279369
ENSG00000283225,HGNC:38205,MIR3199-2,22,q12.1,27920526,27920611
ENSG00000276150,,,22,q12.1,27922022,27922178
ENSG00000213264,HGNC:45181,NIP7P2,3,q22.1,132401253,132401796
ENSG00000274342,,,22,q12.1,27994474,27994654
ENSG00000196110,HGNC:24750,ZNF699,19,p13.2,9291140,9309838
ENSG00000276675,,,22,q12.1,28002484,28002595
ENSG00000239249,HGNC:46773,RN7SL757P,22,q12.1,28056153,28056453
ENSG00000243368,HGNC:40366,MCCC1-AS1,3,q27.1,183016255,183017808
ENSG00000169184,HGNC:7180,MN1,22,q12.1,27748277,27801756
ENSG00000243378,,,3,q26.33,182691928,182692285
ENSG00000206199,HGNC:29642,ANKUB1,3,q25.1,149761100,149968385
ENSG00000257848,,,12,q13.11,48171590,48173353
ENSG00000260882,,,16,p13.3,5078168,5078605
ENSG00000267510,,,19,p13.2,9291515,9294482
ENSG00000270614,,,19,p13.2,9348106,9348703
ENSG00000118894,HGNC:32221,EEF2KMT,16,p13.3,5084284,5097795
ENSG00000188629,HGNC:12966,ZNF177,19,p13.2,9363020,9382617
ENSG00000123384,HGNC:6692,LRP1,12,q13.3,57128483,57213361
ENSG00000283313,,,4,q13.3,70848136,70848218
ENSG00000207007,HGNC:47854,RNU6-891P,4,q13.3,70852130,70852240
ENSG00000163612,HGNC:44098,FAM86KP,4,p16.1,9153296,9165451
ENSG00000214210,,,3,q26.1,164001606,164002465
ENSG00000198028,HGNC:26484,ZNF560,19,p13.2,9466355,9498616
ENSG00000241985,HGNC:41469,WWTR1-IT1,3,q25.1,149648997,149650184
ENSG00000250268,HGNC:44383,ALG1L14P,4,p16.1,9166297,9170270
ENSG00000213371,HGNC:38007,NAP1L1P3,3,q13.33,120805866,120806745
ENSG00000129625,HGNC:30077,REEP5,5,q22.2,112876385,112922289
ENSG00000231396,HGNC:44438,USP17L10,4,p16.1,9210657,9212249
ENSG00000169903,HGNC:11856,TM4SF4,3,q25.1,149474697,149503394
ENSG00000233136,HGNC:44439,USP17L11,4,p16.1,9215405,9216997
ENSG00000227551,HGNC:44440,USP17L12,4,p16.1,9220152,9221744
ENSG00000267546,,,17,q25.1,76545668,76557683
ENSG00000232399,HGNC:44441,USP17L13,4,p16.1,9224896,9226488
ENSG00000249104,HGNC:44445,USP17L17,4,p16.1,9243879,9245471
ENSG00000250844,HGNC:44446,USP17L18,4,p16.1,9248630,9250222
ENSG00000250913,HGNC:44451,USP17L23,4,p16.1,9272364,9272914
ENSG00000267543,,,17,q25.1,76549951,76550826
ENSG00000242411,,,19,q13.43,56217168,56217777
ENSG00000227140,HGNC:37177,USP17L5,4,p16.1,9339403,9340995
ENSG00000267908,HGNC:37706,ZSCAN5DP,19,q13.43,56244043,56247482
ENSG00000272386,,,17,q25.1,76551352,76551750
ENSG00000235780,HGNC:44455,USP17L27,4,p16.1,9344148,9345740
ENSG00000274091,HGNC:32677,SNORD1C,17,q25.1,76558791,76558868
ENSG00000231051,HGNC:44456,USP17L28,4,p16.1,9348893,9350485
ENSG00000199961,HGNC:32676,SNORD1B,17,q25.1,76561109,76561192
ENSG00000231637,HGNC:44457,USP17L29,4,p16.1,9353638,9355230
ENSG00000278261,HGNC:32556,SNORD1A,17,q25.1,76561634,76561705
ENSG00000242001,,,3,q21.2,125681305,125681453
ENSG00000284526,,,17,q25.1,76563710,76570544
ENSG00000228856,HGNC:44458,USP17L30,4,p16.1,9363129,9364721
ENSG00000267710,HGNC:53168,EDDM13,19,q13.43,56272748,56310454
ENSG00000239805,,,3,q26.33,181847526,181847885
ENSG00000236182,,,3,q28,188989382,188990135
ENSG00000182000,HGNC:53697,PPIAP73,3,q25.1,149984395,149984797
ENSG00000121853,HGNC:4267,GHSR,3,q26.31,172443291,172448456
ENSG00000219492,,,4,p16.1,9384017,9388983
ENSG00000070731,HGNC:10867,ST6GALNAC2,17,q25.1,76565377,76586956
ENSG00000188438,HGNC:38062,DEFB108F,4,p16.1,9399204,9403565
ENSG00000252307,HGNC:43053,RNA5SP153,4,p16.1,9411178,9411253
ENSG00000232773,HGNC:38059,DEFB130D,4,p16.1,9422313,9429702
ENSG00000240033,,,3,q26.1,166835021,166844956
ENSG00000267298,,,19,q13.43,56311928,56312486
ENSG00000244668,HGNC:49818,SNRPCP3,3,q25.1,150719997,150720836
ENSG00000267549,HGNC:55294,ZSCAN5A-AS1,19,q13.43,56314703,56365316
ENSG00000250745,HGNC:44448,USP17L20,4,p16.1,9258124,9259716
ENSG00000227709,,,3,q25.31,156175852,156176911
ENSG00000249811,HGNC:44449,USP17L21,4,p16.1,9262872,9264464
ENSG00000241673,HGNC:35843,RPS27P12,3,q21.3,129218093,129218350
ENSG00000248933,HGNC:44450,USP17L22,4,p16.1,9267619,9269211
ENSG00000230457,HGNC:32217,PA2G4P4,3,q25.31,156809551,156810732
ENSG00000232264,HGNC:44453,USP17L24,4,p16.1,9325165,9326757
ENSG00000242510,HGNC:45248,NDUFB4P1,3,p14.1,67513940,67514320
ENSG00000230430,HGNC:44452,USP17L25,4,p16.1,9329911,9331503
ENSG00000229579,HGNC:44454,USP17L26,4,p16.1,9334658,9336250
ENSG00000174948,HGNC:23627,GPR149,3,q25.2,154334943,154430190
ENSG00000249482,HGNC:44442,USP17L14P,4,p16.1,9229641,9231233
ENSG00000200646,,,19,q13.43,56316524,56316636
ENSG00000250231,HGNC:44444,USP17L16P,4,p16.1,9239130,9240722
ENSG00000213014,HGNC:33223,VN2R17P,19,q13.43,56317177,56318008
ENSG00000248920,HGNC:44447,USP17L19,4,p16.1,9253378,9254970
ENSG00000266907,,,19,q13.43,56319790,56322310
ENSG00000251694,HGNC:12615,USP17L9P,4,p16.1,9358383,9359975
ENSG00000267145,,,19,q13.43,56338288,56338648
ENSG00000205946,HGNC:37179,USP17L6P,4,p16.1,9367874,9369070
ENSG00000266932,,,19,q13.43,56342432,56343419
ENSG00000267429,,,19,q13.43,56347081,56348183
ENSG00000249613,HGNC:53035,LINC02173,4,q24,106433489,106453449
ENSG00000267606,,,19,q13.43,56354493,56368053
ENSG00000250298,HGNC:44141,GIMD1,4,q24,106357392,106368778
ENSG00000240225,HGNC:25393,ZNF542P,19,q13.43,56368099,56379828
ENSG00000226950,HGNC:28964,DANCR,4,q12,52712325,52723623
ENSG00000280238,,,10,q22.2,73791218,73791490
ENSG00000272589,HGNC:45103,ZSWIM8-AS1,10,q22.2,73796514,73801399
ENSG00000272916,,,10,q22.2,73796514,73811651
ENSG00000284269,HGNC:50244,MIR7855,14,q23.3,64785626,64785686
ENSG00000249947,HGNC:12802,XBP1P1,5,q22.2,112885094,112885745
ENSG00000212643,HGNC:12456,ZRSR2P1,5,q22.2,112891610,112893079
ENSG00000244083,,,4,q28.1,122815771,122816117
ENSG00000267078,,,17,q25.1,76569792,76571240
ENSG00000242512,HGNC:49637,LINC01206,3,q26.33,181952343,182035644
ENSG00000240775,,,4,q28.1,122840343,122840690
ENSG00000253321,,,5,q14.3,90353037,90356609
ENSG00000267084,,,17,q25.1,76595584,76595772
ENSG00000273007,,,4,q28.1,122879778,122885805
ENSG00000286750,,,17,q25.1,76617959,76619128
ENSG00000260871,,,5,q14.3,90388468,90389363
ENSG00000166507,HGNC:7681,NDST2,10,q22.2,73801911,73811798
ENSG00000267070,,,16,p13.3,5098739,5142595
ENSG00000255647,,,5,q14.3,90410000,90410669
ENSG00000285567,,,16,p13.3,5103339,5235822
ENSG00000176055,HGNC:33711,MBLAC2,5,q14.3,90458209,90474771
ENSG00000170917,HGNC:8053,NUDT6,4,q28.1,122888697,122922968
ENSG00000070526,HGNC:23614,ST6GALNAC1,17,q25.1,76624761,76643786
ENSG00000273963,HGNC:51387,ENPP7P14,16,p13.3,5110793,5148685
ENSG00000260431,,,16,p13.3,5207088,5207439
ENSG00000009830,HGNC:19743,POMT2,14,q24.3,77274956,77320883
ENSG00000261811,HGNC:53025,LINC02164,16,p13.3,5215243,5220843
ENSG00000203499,HGNC:49576,IQANK1,8,q24.3,143734139,143790645
ENSG00000260817,,,16,p13.3,5260686,5261043
ENSG00000113356,HGNC:30075,POLR3G,5,q14.3,90471748,90514557
ENSG00000242278,HGNC:36792,RPS3AP48,16,p13.3,5270174,5270954
ENSG00000267182,HGNC:49835,SNRPCP20,16,p13.3,5289200,5289409
ENSG00000261007,HGNC:7923,NPM1P3,16,p13.3,5365797,5366688
ENSG00000260338,HGNC:51382,LINC01570,16,p13.3,5596856,5616373
ENSG00000177570,HGNC:31750,SAMD12,8,q24.12,118189455,118622112
ENSG00000273648,HGNC:49959,MIR8065,16,p13.3,5632467,5632566
ENSG00000270440,,,16,p13.3,5838131,5838661
ENSG00000280000,,,16,p13.3,6037210,6038977
ENSG00000257180,,,16,p13.3,6056975,6092954
ENSG00000233423,,,7,q11.22,67691058,67697029
ENSG00000286635,,,16,p13.3,6380476,6395578
ENSG00000224195,HGNC:56057,CAMK2G-AS1,10,q22.2,73813518,73814737
ENSG00000197183,HGNC:16106,NOL4L,20,q11.21,32443059,32585333
ENSG00000260835,,,16,p13.3,6573767,6577359
ENSG00000229990,,,10,q22.2,73841833,73847115
ENSG00000278975,,,16,p13.3,6703883,6705558
ENSG00000286401,,,10,q11.23,50325697,50341585
ENSG00000259963,,,16,p13.3,6721786,6721960
ENSG00000279863,,,10,q11.23,50334538,50336123
ENSG00000138685,HGNC:3676,FGF2,4,q28.1,122826708,122898236
ENSG00000252080,HGNC:45633,RNU7-99P,16,p13.3,6748908,6748969
ENSG00000177354,HGNC:26973,C10orf71,10,q11.23,49299170,49327492
ENSG00000200869,HGNC:47420,RNU6-457P,16,p13.3,6873899,6874005
ENSG00000212189,HGNC:47291,RNU6-328P,16,p13.3,7004007,7004112
ENSG00000240419,,,16,p13.3,7126293,7126639
ENSG00000283584,,,16,p13.3,7431217,7431296
ENSG00000128513,HGNC:17284,POT1,7,q31.33,124822386,124929983
ENSG00000261198,,,16,p13.3,7614230,7614992
ENSG00000235939,,,10,q11.23,49419277,49472903
ENSG00000264217,HGNC:36045,RPL35AP23,10,q11.22,45940522,45940851
ENSG00000252138,,,16,p13.3,7726841,7726951
ENSG00000265354,HGNC:17312,TIMM23,10,q11.22,45972489,46003742
ENSG00000102891,HGNC:18705,MT4,16,q13,56565073,56568957
ENSG00000204475,HGNC:19077,NCR3,6,p21.33,31588895,31593006
ENSG00000175602,HGNC:24926,CCDC85B,11,q13.1,65890673,65891635
ENSG00000252030,HGNC:48159,RNU6-1196P,4,q31.3,153265662,153265755
ENSG00000201786,,,4,q31.3,153266909,153267010
ENSG00000263816,HGNC:43454,MIR548AW,9,q34.13,132945707,132945771
ENSG00000234907,,,9,q34.13,132962511,132962667
ENSG00000213406,HGNC:538,ANXA2P1,4,q31.3,153307792,153308717
ENSG00000238558,HGNC:34117,RNU7-21P,9,q34.13,132963732,132963793
ENSG00000243883,HGNC:46435,RN7SL419P,4,q31.3,153381729,153382015
ENSG00000125148,HGNC:7406,MT2A,16,q13,56608584,56609497
ENSG00000196205,HGNC:3200,EEF1A1P5,9,q34.13,133019486,133020874
ENSG00000175592,HGNC:13718,FOSL1,11,q13.1,65892049,65900573
ENSG00000109163,HGNC:4421,GNRHR,4,q13.2,67737118,67754388
ENSG00000165702,HGNC:4238,GFI1B,9,q34.13,132944000,132991687
ENSG00000104635,HGNC:20858,SLC39A14,8,p21.3,22367278,22434129
ENSG00000109471,HGNC:6001,IL2,4,q27,122451470,122456725
ENSG00000265733,HGNC:52217,SNORA74C-1,10,q11.22,45984610,45984810
ENSG00000263639,HGNC:7372,MSMB,10,q11.22,46033307,46048180
ENSG00000260823,,,16,q13,56609501,56611375
ENSG00000169715,HGNC:7397,MT1E,16,q13,56625475,56627112
ENSG00000285996,,,19,q13.43,56380230,56383924
ENSG00000280012,HGNC:36016,RPL23AP61,10,q11.22,46063250,46063715
ENSG00000267781,HGNC:48935,SLC25A36P1,19,q13.43,56386226,56386690
ENSG00000236772,,,20,q11.21,32449755,32453607
ENSG00000176018,HGNC:26969,LYSMD3,5,q14.3,90515611,90529584
ENSG00000267192,,,19,q13.43,56387412,56388424
ENSG00000286311,,,20,q11.21,32485149,32487019
ENSG00000277301,,,20,q11.21,32509959,32520285
ENSG00000267454,HGNC:25213,ZNF582-DT,19,q13.43,56393656,56399172
ENSG00000264204,HGNC:23465,AGAP7P,10,q11.22,46109621,46131358
ENSG00000101353,HGNC:16125,MROH8,20,q11.23,37101226,37179588
ENSG00000196562,HGNC:20392,SULF2,20,q13.12,47656197,47786616
ENSG00000198440,HGNC:26427,ZNF583,19,q13.43,56397966,56436035
ENSG00000175573,HGNC:28801,C11orf68,11,q13.1,65916810,65919062
ENSG00000205364,HGNC:14296,MT1M,16,q13,56632659,56633981
ENSG00000229205,HGNC:30974,LINC00200,10,p15.3,1159768,1289426
ENSG00000138698,HGNC:9859,RAP1GDS1,4,q23,98261384,98443858
ENSG00000199735,HGNC:47190,RNU6-227P,17,q25.1,76656320,76656422
ENSG00000261335,,,17,q25.1,76671942,76673658
